0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-0.0982298	-0.104595	-0.116814	-0.10837	-0.279092	-0.387895	-0.48458	-0.494318	0.0582789	0.15995	0.297988	0.34708	-0.170712	-0.215582	-0.202295	-0.227625	-0.0188336	0.00939297	0.0295088	0.0432926	
-0.0986496	-0.10491	-0.116834	-0.108237	-0.279058	-0.387895	-0.484551	-0.493946	0.0584616	0.159947	0.298026	0.347047	-0.171198	-0.215558	-0.202237	-0.227002	-0.0193457	0.00943593	0.0291937	0.0432867	
-0.0987135	-0.104958	-0.116834	-0.10821	-0.279052	-0.387895	-0.484546	-0.49389	0.0584896	0.159947	0.298033	0.347042	-0.171271	-0.215555	-0.202228	-0.226897	-0.0194247	0.00944235	0.0291049	0.0432868	
-0.0987621	-0.104994	-0.116835	-0.108191	-0.279048	-0.387893	-0.484538	-0.493842	0.0585108	0.159947	0.29804	0.347038	-0.171328	-0.21555	-0.202226	-0.22684	-0.0194842	0.00944728	0.0290467	0.0432927	
-0.0987974	-0.10502	-0.116835	-0.108172	-0.279044	-0.387889	-0.484528	-0.493804	0.0585266	0.159945	0.298043	0.347029	-0.171369	-0.215543	-0.202229	-0.22679	-0.0195269	0.00945115	0.0289853	0.0432995	
-0.0988237	-0.105039	-0.116839	-0.108141	-0.27904	-0.387885	-0.484517	-0.493769	0.0585387	0.159944	0.298043	0.347016	-0.171399	-0.215534	-0.20224	-0.226738	-0.0195583	0.00945418	0.0289375	0.0432878	
-0.0988419	-0.105049	-0.116842	-0.108111	-0.279036	-0.387877	-0.484506	-0.493738	0.0585462	0.159943	0.298039	0.347001	-0.171413	-0.215526	-0.202254	-0.226504	-0.0195803	0.00945665	0.0288986	0.0432755	
-0.0988385	-0.105021	-0.116793	-0.10799	-0.27909	-0.387788	-0.484461	-0.493723	0.0585251	0.159838	0.297849	0.346714	-0.171382	-0.215474	-0.202262	-0.223273	-0.0195951	0.00945985	0.0288727	0.0432544	
-0.0988452	-0.104971	-0.116669	-0.107834	-0.279158	-0.387697	-0.484451	-0.493716	0.058536	0.159722	0.297613	0.34631	-0.171412	-0.215453	-0.202355	-0.220628	-0.019608	0.009462	0.0288696	0.0432473	
-0.0988781	-0.104925	-0.11654	-0.107689	-0.279254	-0.387569	-0.484384	-0.493724	0.0585275	0.159684	0.297461	0.345759	-0.171512	-0.215496	-0.202303	-0.218818	-0.0196219	0.0094669	0.0288324	0.0432555	
-0.0989179	-0.104882	-0.116466	-0.107561	-0.27939	-0.387432	-0.484286	-0.493744	0.0585315	0.159724	0.297357	0.345245	-0.17164	-0.215576	-0.202294	-0.218074	-0.0196327	0.00947042	0.0287585	0.0433123	
-0.0989785	-0.104853	-0.116361	-0.107487	-0.279512	-0.387286	-0.484211	-0.493775	0.0585512	0.159777	0.297276	0.344832	-0.17181	-0.215611	-0.202243	-0.217568	-0.0196498	0.00946803	0.0287115	0.0435115	
-0.0990543	-0.104835	-0.116215	-0.10738	-0.279615	-0.387155	-0.484112	-0.493811	0.0585904	0.159849	0.297239	0.344475	-0.171989	-0.215663	-0.202189	-0.217214	-0.0196772	0.00947193	0.0286314	0.0437105	
-0.0991454	-0.104839	-0.116101	-0.107293	-0.279706	-0.387037	-0.484037	-0.493885	0.0586229	0.159922	0.297217	0.344184	-0.172159	-0.215682	-0.202145	-0.217	-0.0197195	0.00947352	0.0285469	0.0439672	
-0.0992297	-0.10484	-0.115954	-0.107186	-0.279792	-0.386943	-0.483978	-0.49397	0.0586645	0.159996	0.297189	0.34396	-0.172313	-0.215687	-0.20211	-0.216848	-0.0197616	0.00946977	0.0284529	0.0445186	
-0.099306	-0.104843	-0.115837	-0.107093	-0.279871	-0.386866	-0.483928	-0.494061	0.0587058	0.160063	0.297156	0.343778	-0.172447	-0.215691	-0.202085	-0.216704	-0.0198005	0.00946787	0.0282764	0.0450523	
-0.0993874	-0.104863	-0.115751	-0.107016	-0.279946	-0.386804	-0.483887	-0.494152	0.0587544	0.160093	0.297119	0.343636	-0.172578	-0.215665	-0.202041	-0.216613	-0.0198434	0.00945718	0.0280722	0.0456436	
-0.0994607	-0.104884	-0.115686	-0.106948	-0.279998	-0.386774	-0.483855	-0.494231	0.0588005	0.160164	0.297107	0.343523	-0.172689	-0.215641	-0.201991	-0.216583	-0.0198847	0.00944125	0.0278934	0.0463413	
-0.0995282	-0.104905	-0.115635	-0.106902	-0.280042	-0.386751	-0.48383	-0.494299	0.058848	0.160221	0.297095	0.343428	-0.172794	-0.215626	-0.201949	-0.216602	-0.0199226	0.0094253	0.0276801	0.0469449	
-0.0995888	-0.104927	-0.115597	-0.106904	-0.280082	-0.386734	-0.483818	-0.494358	0.058897	0.160271	0.297087	0.343346	-0.17289	-0.215593	-0.201914	-0.215924	-0.0199568	0.0094108	0.0275182	0.0474519	
-0.09965	-0.104951	-0.115565	-0.106914	-0.280134	-0.386716	-0.483805	-0.494409	0.0589396	0.16032	0.297081	0.34326	-0.172979	-0.215523	-0.201893	-0.215628	-0.0199983	0.00939612	0.0274184	0.0478518	
-0.0997074	-0.104976	-0.11554	-0.106929	-0.28018	-0.386705	-0.483787	-0.494453	0.0589781	0.160356	0.297076	0.343184	-0.173065	-0.215468	-0.201874	-0.215525	-0.0200385	0.00938297	0.027333	0.0481663	
-0.0997648	-0.105001	-0.115506	-0.106949	-0.280224	-0.386696	-0.483769	-0.494504	0.0590109	0.160377	0.297066	0.343115	-0.173146	-0.215421	-0.201764	-0.215464	-0.0200871	0.00936906	0.0272706	0.0483699	
-0.0998244	-0.105033	-0.115478	-0.106977	-0.280282	-0.386688	-0.483741	-0.494551	0.0590367	0.160387	0.297052	0.343049	-0.173225	-0.21541	-0.201706	-0.215494	-0.0201414	0.00935706	0.0272168	0.0485762	
-0.0998848	-0.105069	-0.115451	-0.107007	-0.280338	-0.386682	-0.483714	-0.494601	0.0590587	0.160391	0.297035	0.342986	-0.173299	-0.215406	-0.201666	-0.215562	-0.0202046	0.00933954	0.0271758	0.0487318	
-0.0999488	-0.105109	-0.115421	-0.107039	-0.280385	-0.386681	-0.48369	-0.494652	0.0590772	0.160392	0.297015	0.34293	-0.17337	-0.215412	-0.201628	-0.215541	-0.0202857	0.0093218	0.0271727	0.048936	
-0.100009	-0.105148	-0.115395	-0.107068	-0.28044	-0.386681	-0.483671	-0.494704	0.0590908	0.160367	0.296986	0.342878	-0.173439	-0.215441	-0.201595	-0.215556	-0.0203634	0.00930199	0.0271995	0.0491256	
-0.100067	-0.105189	-0.115369	-0.107095	-0.280491	-0.386695	-0.483661	-0.494764	0.0590984	0.160339	0.296947	0.342825	-0.173503	-0.215476	-0.201575	-0.215617	-0.0204501	0.00927816	0.0272227	0.0492686	
-0.100148	-0.105257	-0.115367	-0.107152	-0.280549	-0.386721	-0.483658	-0.494826	0.0591016	0.16029	0.296886	0.342747	-0.173579	-0.21552	-0.201562	-0.215808	-0.0205765	0.00925003	0.0272338	0.0493733	
-0.100248	-0.105351	-0.11541	-0.107232	-0.280613	-0.386756	-0.483658	-0.494897	0.0590959	0.160234	0.296827	0.34267	-0.173663	-0.215579	-0.201584	-0.216097	-0.0207258	0.00922293	0.0272403	0.0494128	
-0.10035	-0.105451	-0.115461	-0.107324	-0.280673	-0.386799	-0.483682	-0.495	0.0590533	0.160172	0.296769	0.342597	-0.173749	-0.215652	-0.201607	-0.216352	-0.0208768	0.00919625	0.0271222	0.0494182	
-0.100479	-0.105578	-0.115545	-0.107424	-0.280747	-0.386895	-0.483774	-0.49525	0.0589728	0.16011	0.29671	0.342538	-0.173848	-0.21574	-0.201629	-0.216558	-0.0210714	0.00916934	0.0270013	0.0494124	
-0.100647	-0.105746	-0.115675	-0.107534	-0.280855	-0.38704	-0.483959	-0.495817	0.0588076	0.16005	0.296674	0.342509	-0.173974	-0.215833	-0.201657	-0.216779	-0.0213181	0.00914087	0.0269161	0.049397	
-0.100848	-0.105956	-0.115896	-0.107673	-0.281017	-0.387331	-0.484396	-0.496905	0.0585573	0.159996	0.296657	0.342499	-0.174112	-0.215925	-0.201687	-0.217136	-0.0216072	0.00910813	0.0268596	0.0493864	
-0.101105	-0.106224	-0.116194	-0.10781	-0.28121	-0.387905	-0.485186	-0.499104	0.0582451	0.15995	0.296684	0.342517	-0.174282	-0.216024	-0.201722	-0.217456	-0.0219918	0.009075	0.0268097	0.0493715	
-0.101375	-0.106509	-0.11653	-0.108021	-0.281463	-0.388942	-0.487545	-0.50352	0.0578064	0.159914	0.29682	0.342801	-0.17448	-0.216143	-0.20176	-0.217747	-0.022363	0.00904143	0.0267799	0.049342	
-0.101681	-0.106825	-0.116858	-0.108411	-0.281749	-0.390705	-0.491342	-0.50862	0.0572579	0.159893	0.297451	0.343892	-0.174729	-0.216264	-0.201797	-0.218047	-0.0227739	0.0090034	0.0267561	0.0493	
-0.102043	-0.107193	-0.117243	-0.10885	-0.282175	-0.393516	-0.496901	-0.515316	0.0566375	0.159899	0.298622	0.347154	-0.175021	-0.216386	-0.201876	-0.21825	-0.0232601	0.00896036	0.026742	0.0492517	
-0.102405	-0.107566	-0.117671	-0.109328	-0.282648	-0.396569	-0.502876	-0.52274	0.0559657	0.159936	0.300942	0.353451	-0.175335	-0.216511	-0.202017	-0.218477	-0.0237141	0.00891729	0.0267281	0.0491896	
-0.102757	-0.107936	-0.118077	-0.109819	-0.28311	-0.399881	-0.509126	-0.530787	0.0551989	0.160187	0.305489	0.362861	-0.175669	-0.216647	-0.202109	-0.218693	-0.0241321	0.00887096	0.0267171	0.049137	
-0.103103	-0.108295	-0.118449	-0.110299	-0.283586	-0.403953	-0.515968	-0.538891	0.0544416	0.160915	0.310929	0.372526	-0.176027	-0.216808	-0.202197	-0.218872	-0.0245199	0.00882555	0.0267412	0.0491049	
-0.103509	-0.108704	-0.118821	-0.110756	-0.284065	-0.407721	-0.522156	-0.546563	0.0537437	0.162233	0.316489	0.381648	-0.176468	-0.21697	-0.202283	-0.218981	-0.0249656	0.00877801	0.02677	0.0490935	
-0.10392	-0.109129	-0.119262	-0.11122	-0.284571	-0.411208	-0.528085	-0.553485	0.0530482	0.163802	0.322323	0.389002	-0.176932	-0.217159	-0.202355	-0.219064	-0.025376	0.00871115	0.0267841	0.0490854	
-0.104318	-0.109548	-0.11976	-0.111651	-0.285137	-0.414441	-0.533136	-0.561066	0.0523642	0.167149	0.333655	0.401712	-0.177385	-0.217347	-0.202411	-0.219084	-0.025744	0.00864364	0.0267977	0.0490813	
-0.104751	-0.11	-0.120286	-0.112058	-0.285671	-0.417303	-0.537094	-0.566808	0.0517813	0.170124	0.340914	0.409918	-0.177845	-0.217554	-0.202458	-0.219076	-0.0261564	0.00857522	0.0267213	0.0490817	
-0.105177	-0.110443	-0.120828	-0.112448	-0.286248	-0.42005	-0.540074	-0.570981	0.0512958	0.172653	0.349391	0.416301	-0.178324	-0.217841	-0.202509	-0.219134	-0.0265245	0.00849169	0.0266394	0.0490842	
-0.10558	-0.110867	-0.121404	-0.112792	-0.286834	-0.42226	-0.54233	-0.573978	0.0508424	0.175072	0.355008	0.420893	-0.178775	-0.218154	-0.202587	-0.219214	-0.0268622	0.00840542	0.0264484	0.0490899	
-0.105976	-0.111283	-0.12196	-0.113119	-0.287389	-0.423999	-0.544004	-0.576152	0.050431	0.17709	0.358558	0.423873	-0.179195	-0.218467	-0.202651	-0.219119	-0.0272082	0.00831493	0.0262607	0.0490989	
-0.106362	-0.111675	-0.12247	-0.113451	-0.287987	-0.425308	-0.545231	-0.577727	0.050068	0.178737	0.36102	0.425881	-0.179652	-0.218804	-0.202721	-0.219088	-0.0275212	0.00821613	0.0261326	0.0491055	
-0.106751	-0.11207	-0.122987	-0.113792	-0.28856	-0.426297	-0.546106	-0.578744	0.049762	0.180027	0.362272	0.426608	-0.180089	-0.219121	-0.202784	-0.219065	-0.0278495	0.00811678	0.0260092	0.0491266	
-0.10711	-0.112431	-0.123467	-0.114121	-0.289076	-0.427037	-0.546712	-0.579331	0.0495034	0.181016	0.361776	0.425701	-0.180495	-0.219418	-0.202852	-0.219063	-0.0281449	0.0080159	0.0259454	0.0491425	
-0.107441	-0.11276	-0.12389	-0.114441	-0.289531	-0.427577	-0.547132	-0.579375	0.049284	0.18175	0.360033	0.422733	-0.180914	-0.219662	-0.20292	-0.219272	-0.0284006	0.0079139	0.0258991	0.0491616	
-0.107744	-0.113054	-0.124256	-0.114725	-0.289918	-0.427961	-0.547269	-0.578668	0.0490842	0.182275	0.356426	0.417916	-0.181284	-0.219874	-0.203001	-0.219384	-0.02866	0.00781721	0.0258662	0.0491762	
-0.108016	-0.113319	-0.124593	-0.115029	-0.290248	-0.428235	-0.546918	-0.577985	0.0489091	0.182566	0.352399	0.411641	-0.181609	-0.220059	-0.203101	-0.219467	-0.0289004	0.00772397	0.025852	0.0492025	
-0.108257	-0.113551	-0.124905	-0.1153	-0.290533	-0.428408	-0.546095	-0.575248	0.0487478	0.182582	0.3487	0.40634	-0.181887	-0.220225	-0.203174	-0.219598	-0.0291178	0.00763849	0.0258402	0.0492356	
-0.108472	-0.113761	-0.125207	-0.115706	-0.290782	-0.428485	-0.545011	-0.571736	0.0485695	0.182227	0.344943	0.401311	-0.182126	-0.220385	-0.203219	-0.219485	-0.0293096	0.00755107	0.0258343	0.0492685	
-0.108666	-0.11395	-0.125477	-0.116062	-0.290989	-0.428472	-0.543627	-0.5685	0.0483757	0.181591	0.34152	0.39749	-0.182329	-0.220529	-0.203256	-0.219186	-0.0295004	0.00746821	0.0258242	0.0492926	
