0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.60142	2.6166	2.60518	2.55171	2.5945	2.61157	2.52346	2.4924	2.66165	2.70845	2.70878	2.69721	2.58194	2.63607	2.67229	2.63997	2.61441	2.66858	2.74505	2.70402	
2.60124	2.61635	2.60492	2.55254	2.59464	2.61165	2.52394	2.49186	2.66186	2.70855	2.70896	2.69678	2.58199	2.63625	2.67243	2.64014	2.6142	2.6688	2.74479	2.7032	
2.60121	2.61631	2.60488	2.55267	2.59466	2.61167	2.52402	2.49178	2.6619	2.70857	2.70898	2.69672	2.58199	2.63628	2.67245	2.64016	2.61416	2.66883	2.74464	2.70305	
2.60119	2.61627	2.60485	2.55276	2.59467	2.61168	2.52408	2.4917	2.66192	2.70858	2.70899	2.69666	2.582	2.6363	2.67246	2.64018	2.61413	2.66886	2.74451	2.70295	
2.60117	2.61625	2.60481	2.55283	2.59468	2.61168	2.52412	2.49163	2.66194	2.70858	2.70899	2.6966	2.58201	2.63631	2.67246	2.64019	2.61411	2.66887	2.74435	2.70287	
2.60116	2.61622	2.60478	2.55288	2.59469	2.61169	2.52416	2.49155	2.66195	2.70859	2.70896	2.69653	2.58201	2.63633	2.67244	2.64017	2.61409	2.66889	2.7442	2.70278	
2.60115	2.6162	2.60474	2.55292	2.5947	2.61169	2.52418	2.49149	2.66196	2.70859	2.70892	2.69646	2.58202	2.63633	2.67241	2.63994	2.61408	2.6689	2.74405	2.70271	
2.60122	2.61627	2.60497	2.55338	2.59537	2.61203	2.52503	2.49152	2.66165	2.70763	2.70762	2.69514	2.58265	2.63694	2.67298	2.64757	2.61407	2.66891	2.74386	2.70262	
2.60142	2.61651	2.60567	2.55416	2.59672	2.61246	2.52632	2.49169	2.66093	2.70639	2.7062	2.69326	2.58363	2.63804	2.67462	2.65475	2.61407	2.66892	2.74368	2.70254	
2.60175	2.61698	2.60673	2.55532	2.59835	2.61318	2.52776	2.492	2.66	2.70496	2.70448	2.69058	2.58497	2.6394	2.67728	2.66082	2.61407	2.66893	2.7435	2.70244	
